Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i
2011,HARRISON PARK,RED SPRING WHEAT,AC DOMAIN (BW 148),11,1792,0.86,16,34
2011,HARRISON PARK,RED SPRING WHEAT,AC INTREPID (BW 693),6,1162,1.047,16,34
2011,HARRISON PARK,RED SPRING WHEAT,CDC TEAL (BW 616),5,1203,0.76,16,34
2011,HARRISON PARK,RED SPRING WHEAT,GLENN,9,3263,1.227,16,34
2011,HARRISON PARK,RED SPRING WHEAT,GOODEVE (BW 841),5,1621,0.858,16,34
2011,HARRISON PARK,RED SPRING WHEAT,KANE (BW342),12,3196,0.878,16,34
2011,HARRISON PARK,RED SPRING WHEAT,WR 859 CL (BW859),5,786,1.318,16,34
2011,HARRISON PARK,RED SPRING WHEAT,5602HR (BW297),8,1635,1.395,16,34
2011,HEADINGLEY,ARGENTINE CANOLA,L150 <INVIGOR> (LT),4,1447,0.51,16,35
2011,HEADINGLEY,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),3,707,0.489,16,35
2011,HEADINGLEY,FLAX,HANLEY,4,1200,0.341,16,35
2011,HEADINGLEY,OATS,SOURIS,3,1368,1.227,16,35
2011,HEADINGLEY,RED SPRING WHEAT,KANE (BW342),6,2732,1.036,16,35
2011,HILLSBURG-ROBLIN-SHELL RIVER,ALFALFA,NO VAR,15,1501,1.651,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),26,2393,0.95,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),31,3297,1.701,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,L130 <INVIGOR> (LT),15,5173,1.041,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,L150 <INVIGOR> (LT),26,6464,1.108,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,NX4-2106 RR <NEXERA> |G31064| (RT),5,2197,1.022,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,VT 500 G <PROVEN> |9556| (RT),3,669,1.04,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,1012 RR <NEXERA> (RT),6,912,0.914,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,34-65 (RT),4,704,0.785,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,45H26 <PIONEER> |03N230R| (RT),3,559,0.843,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,45H29 <PIONEER> (RT),8,1687,1.067,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,45H73 <PIONEER> |04N205I| (ST),3,704,0.965,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,45S51 <PIONEER> (RT),10,2623,0.976,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),46,21264,1.015,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,73-45 RR <DEKALB> (RT),20,6612,0.991,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,9553 <PROVEN> (RT),10,1581,0.975,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,BARLEY,CDC COWBOY,7,673,1.149,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,BARLEY,CDC YORKTON (BT459),9,798,1.185,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,GREENFEED,OATS,6,626,1.446,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,OATS,AC MORGAN,4,644,1.847,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,OATS,NO VAR,6,555,0.764,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,OATS,RONALD (OT296),5,633,1.539,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,PRAIRIE SPRING WHEAT,AC VISTA (HY413),3,552,0.693,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,RED SPRING WHEAT,AC DOMAIN (BW 148),5,3145,1.125,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,RED SPRING WHEAT,GLENN,3,901,1.666,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,RED SPRING WHEAT,HARVEST (BW259),41,18241,1.641,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,RED SPRING WHEAT,INFINITY (BW 799),3,3628,1.472,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,RED SPRING WHEAT,KANE (BW342),4,1620,1.567,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,RED SPRING WHEAT,UNITY VB,6,2174,1.545,16,36
2011,HILLSBURG-ROBLIN-SHELL RIVER,RED SPRING WHEAT,5400IP (BW295),4,1090,1.508,16,36
2011,KELSEY,ALFALFA,NO VAR,6,728,1.2,16,37
2011,KELSEY,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),7,1183,1.289,16,37
2011,KELSEY,ARGENTINE CANOLA,L130 <INVIGOR> (LT),6,2500,0.441,16,37
2011,KELSEY,ARGENTINE CANOLA,L150 <INVIGOR> (LT),8,1294,0.608,16,37
2011,KELSEY,ARGENTINE CANOLA,VT REMARKABLE <VITERRA> |9555| (RT),3,612,0.18,16,37
2011,KELSEY,ARGENTINE CANOLA,VT 500 G <PROVEN> |9556| (RT),11,2478,0.511,16,37
2011,KELSEY,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),18,7338,0.617,16,37
2011,KELSEY,ARGENTINE CANOLA,73-45 RR <DEKALB> (RT),3,566,0.43,16,37
2011,KELSEY,GRASSES,NO VAR,6,741,0.68,16,37
2011,KELSEY,RAPESEED,RED RIVER 1997 (RT),3,620,0.427,16,37
2011,KELSEY,RED SPRING WHEAT,AC DOMAIN (BW 148),4,1852,1.112,16,37
2011,KELSEY,RED SPRING WHEAT,HARVEST (BW259),21,11734,0.945,16,37
2011,KILLARNEY-TURTLE MTN,ALFALFA,NO VAR,20,1206,2.38,16,38
2011,KILLARNEY-TURTLE MTN,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),22,2092,1.901,16,38
2011,KILLARNEY-TURTLE MTN,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),14,1166,1.641,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,L130 <INVIGOR> (LT),7,1264,0.622,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,L150 <INVIGOR> (LT),15,3874,0.659,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,NX4 105 RR (NEX G2X0039),6,1757,0.601,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,VT 500 G <PROVEN> |9556| (RT),4,1236,0.485,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,45H29 <PIONEER> (RT),3,594,0.745,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),20,8428,0.594,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),20,3977,0.595,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,5770 (INVIGOR)(LT),18,5071,0.608,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,72-65 RR <DEKALB> (RT),8,3169,0.484,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,73-55 RR <DEKALB> (RT),4,1235,0.636,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,8440 <INVIGOR> |PHS04-781| (LT),3,1150,0.614,16,38
2011,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,9553 <PROVEN> (RT),4,911,0.591,16,38
2011,KILLARNEY-TURTLE MTN,GREENFEED,BARLEY,5,835,1.264,16,38
2011,KILLARNEY-TURTLE MTN,GREENFEED,MILLET,8,686,1.188,16,38
2011,KILLARNEY-TURTLE MTN,OATS,JORDAN (OT2027),4,590,1.168,16,38
2011,KILLARNEY-TURTLE MTN,RED SPRING WHEAT,AC BARRIE (BW 661),13,2725,0.965,16,38
2011,KILLARNEY-TURTLE MTN,RED SPRING WHEAT,CARBERRY (BW874),10,2202,0.959,16,38
2011,KILLARNEY-TURTLE MTN,RED SPRING WHEAT,CDC GO (BW781),9,3543,1.172,16,38
2011,KILLARNEY-TURTLE MTN,RED SPRING WHEAT,HARVEST (BW259),46,18738,0.925,16,38
2011,KILLARNEY-TURTLE MTN,RED SPRING WHEAT,KANE (BW342),3,875,0.983,16,38
2011,KILLARNEY-TURTLE MTN,RED SPRING WHEAT,WR 859 CL (BW859),8,1818,1.007,16,38
2011,LA BROQUERIE,ALFALFA,NO VAR,5,1419,0.184,16,39
2011,LA BROQUERIE,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),10,1637,2.5,16,39
2011,LA BROQUERIE,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),4,785,0.705,16,39
2011,LA BROQUERIE,GRAIN CORN,39D95 <PIONEER> (BT)(LT)(RT),5,589,1.777,16,39
2011,LA BROQUERIE,GRASSES,NO VAR,6,774,0.526,16,39
2011,LA BROQUERIE,WINTER WHEAT,CDC FALCON,3,507,1.501,16,39
2011,LAC DU BONNET,ARGENTINE CANOLA,L130 <INVIGOR> (LT),6,1115,0.763,16,40
2011,LAC DU BONNET,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),12,2889,0.48,16,40
2011,LAC DU BONNET,GRASSES,NO VAR,5,500,0.993,16,40
2011,LAC DU BONNET,OATS,FURLONG (OT2009),7,1565,0.932,16,40
2011,LAC DU BONNET,OATS,SOURIS,5,1324,1.241,16,40
2011,LAC DU BONNET,OATS,SUMMIT (OT 2046),4,808,1.202,16,40
2011,LAC DU BONNET,RED SPRING WHEAT,GLENN,4,1095,1.801,16,40
2011,LAC DU BONNET,RED SPRING WHEAT,KANE (BW342),5,969,1.484,16,40
2011,LAC DU BONNET,SOYBEANS,ISIS RR <ELITE> |CFS208RR| (RT),4,2328,0.696,16,40
2011,LAC DU BONNET,SOYBEANS,LS 0036RR <LEGEND> |X0036RR| (RT),8,3985,0.837,16,40
2011,LAC DU BONNET,SOYBEANS,LS 0065RR (X0065RR)(RT),3,560,0.66,16,40
2011,LAC DU BONNET,SOYBEANS,NSC PORTAGE RR (2013)(RT),4,831,0.632,16,40
2011,LAC DU BONNET,SOYBEANS,NSC WARREN RR <NORTHSTAR> |CSR0034| (RT),10,4761,0.44,16,40
2011,LAC DU BONNET,SOYBEANS,OAC PRUDENCE <SECAN>|OAC 97-23|,8,2738,0.662,16,40
2011,LAC DU BONNET,SOYBEANS,24-60RY <DEKALB> (RT),6,2081,0.805,16,40
2011,LAC DU BONNET,SOYBEANS,25-04R (RT),7,1040,0.804,16,40
2011,LAC DU BONNET,WINTER WHEAT,CDC FALCON,3,1093,1.62,16,40
2011,LAKESHORE,ALFALFA,NO VAR,8,951,0.905,16,41
2011,LAKESHORE,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),10,1194,1.885,16,41
2011,LAKESHORE,ALFALFA/GRASS MIX.,NO VAR (ALF & UNKNOWN PERENNIAL GRASS),21,2123,1.468,16,41
2011,LAKESHORE,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),23,2066,1.684,16,41
2011,LAKESHORE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),29,3697,1,16,41
2011,LAKESHORE,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),16,1452,1.792,16,41
2011,LAKESHORE,ARGENTINE CANOLA,L130 <INVIGOR> (LT),5,706,0.562,16,41
2011,LAKESHORE,ARGENTINE CANOLA,L150 <INVIGOR> (LT),9,2919,0.638,16,41
2011,LAKESHORE,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),17,5261,0.491,16,41
2011,LAKESHORE,ARGENTINE CANOLA,5770 (INVIGOR)(LT),5,1057,0.47,16,41
2011,LAKESHORE,GREENFEED,BARLEY,6,976,1.606,16,41
2011,LAKESHORE,GREENFEED,MILLET,5,621,2.038,16,41
2011,LAKESHORE,NATIVE HAY,NO VAR (TYPE UNKNOWN),4,699,0.587,16,41
2011,LAKESHORE,OATS,SOURIS,3,1153,1.054,16,41
2011,LAKESHORE,RED SPRING WHEAT,AC BARRIE (BW 661),11,2056,0.767,16,41
2011,LAKESHORE,RED SPRING WHEAT,GLENN,5,2170,1.148,16,41
2011,LAKESHORE,RED SPRING WHEAT,KANE (BW342),6,1825,1.051,16,41
2011,LAKESHORE,RED SPRING WHEAT,WR 859 CL (BW859),4,1360,0.992,16,41
2011,LAKESHORE,SOYBEANS,LS 0028RR <LEGEND> (RT),3,575,0.834,16,41
2011,LAKESHORE,SOYBEANS,LS 0036RR <LEGEND> |X0036RR| (RT),6,1213,0.864,16,41
2011,LAKESHORE,WINTER WHEAT,CDC BUTEO (S96-33),5,694,1.145,16,41
2011,LORNE,ALFALFA,NO VAR,40,2884,1.515,16,42
2011,LORNE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),21,1178,1.367,16,42
2011,LORNE,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),32,1511,1.37,16,42
2011,LORNE,ARGENTINE CANOLA,L130 <INVIGOR> (LT),28,4344,0.853,16,42
2011,LORNE,ARGENTINE CANOLA,L150 <INVIGOR> (LT),40,8915,0.875,16,42
2011,LORNE,ARGENTINE CANOLA,NX4 105 RR (NEX G2X0039),12,3864,0.748,16,42
2011,LORNE,ARGENTINE CANOLA,1012 RR <NEXERA> (RT),5,914,0.883,16,42
2011,LORNE,ARGENTINE CANOLA,45H26 <PIONEER> |03N230R| (RT),3,672,0.81,16,42
2011,LORNE,ARGENTINE CANOLA,45H29 <PIONEER> (RT),21,3999,0.832,16,42
2011,LORNE,ARGENTINE CANOLA,45S51 <PIONEER> (RT),4,551.5,0.843,16,42
2011,LORNE,ARGENTINE CANOLA,46P50 (03N322R) (RT),7,2506,0.857,16,42
2011,LORNE,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),9,1239,0.942,16,42
2011,LORNE,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),42,8929,0.915,16,42
2011,LORNE,ARGENTINE CANOLA,5770 (INVIGOR)(LT),7,648,0.892,16,42
2011,LORNE,ARGENTINE CANOLA,6060 RR <BRETT YOUNG> (RT),4,663,0.886,16,42
2011,LORNE,ARGENTINE CANOLA,72-65 RR <DEKALB> (RT),16,2089,0.758,16,42
2011,LORNE,ARGENTINE CANOLA,73-45 RR <DEKALB> (RT),27,4139,0.839,16,42
2011,LORNE,ARGENTINE CANOLA,73-55 RR <DEKALB> (RT),13,2632,0.852,16,42
2011,LORNE,ARGENTINE CANOLA,73-65 RR <DEKALB> (RT),14,2074,0.744,16,42
2011,LORNE,ARGENTINE CANOLA,8440 <INVIGOR> |PHS04-781| (LT),26,7204.5,0.875,16,42
2011,LORNE,ARGENTINE CANOLA,9553 <PROVEN> (RT),3,530,0.686,16,42
2011,LORNE,BARLEY,CONLON,15,3724,1.355,16,42
2011,LORNE,BARLEY,NEWDALE (TR258),19,1615,1.101,16,42
2011,LORNE,BARLEY,ROBUST,3,839,1.023,16,42
2011,LORNE,FLAX,LIGHTNING (FP 1069),9,1306,0.67,16,42
2011,LORNE,OATS,FURLONG (OT2009),18,2778,1.485,16,42
2011,LORNE,RED SPRING WHEAT,AC DOMAIN (BW 148),7,2614,1.034,16,42
2011,LORNE,RED SPRING WHEAT,CARBERRY (BW874),8,1595,1.216,16,42
2011,LORNE,RED SPRING WHEAT,CDC GO (BW781),4,655,1.507,16,42
2011,LORNE,RED SPRING WHEAT,GLENN,15,2393,1.35,16,42
2011,LORNE,RED SPRING WHEAT,HARVEST (BW259),89,30150,1.213,16,42
2011,LORNE,RED SPRING WHEAT,KANE (BW342),43,9920,1.13,16,42
2011,LORNE,RED SPRING WHEAT,5602HR (BW297),3,789,1.1,16,42
2011,LORNE,WINTER WHEAT,CDC FALCON,6,1921,1.736,16,42
2011,LOUISE,ALFALFA,NO VAR,17,820,1.663,16,43
2011,LOUISE,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),25,1816,1.987,16,43
2011,LOUISE,ARGENTINE CANOLA,L130 <INVIGOR> (LT),20,3172,0.922,16,43
2011,LOUISE,ARGENTINE CANOLA,L150 <INVIGOR> (LT),50,11679,0.918,16,43
2011,LOUISE,ARGENTINE CANOLA,VT 500 G <PROVEN> |9556| (RT),4,565,0.629,16,43
2011,LOUISE,ARGENTINE CANOLA,45H29 <PIONEER> (RT),16,2189,0.838,16,43
2011,LOUISE,ARGENTINE CANOLA,45S52 <PIONEER> (RT),8,941,0.797,16,43
2011,LOUISE,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),5,1084,1.077,16,43
2011,LOUISE,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),57,17494,0.926,16,43
2011,LOUISE,ARGENTINE CANOLA,5770 (INVIGOR)(LT),26,5919,0.869,16,43
2011,LOUISE,ARGENTINE CANOLA,6040 RR <BRETT YOUNG> (RT),9,1350,0.712,16,43
2011,LOUISE,ARGENTINE CANOLA,6060 RR <BRETT YOUNG> (RT),6,899,1.025,16,43
2011,LOUISE,ARGENTINE CANOLA,73-45 RR <DEKALB> (RT),5,1088,0.812,16,43
2011,LOUISE,ARGENTINE CANOLA,73-55 RR <DEKALB> (RT),6,842,0.924,16,43
2011,LOUISE,ARGENTINE CANOLA,73-65 RR <DEKALB> (RT),7,1130,0.876,16,43
2011,LOUISE,ARGENTINE CANOLA,8440 <INVIGOR> |PHS04-781| (LT),27,6734,0.884,16,43
2011,LOUISE,ARGENTINE CANOLA,9590 (LT),5,507,0.902,16,43
2011,LOUISE,BARLEY,CDC COWBOY,5,962,1.081,16,43
2011,LOUISE,BARLEY,CONLON,20,2581,1.141,16,43
2011,LOUISE,BARLEY,NEWDALE (TR258),18,2073,1.17,16,43
2011,LOUISE,BARLEY,STELLAR-ND,5,705,1.083,16,43
2011,LOUISE,FLAX,HANLEY,7,633,0.607,16,43
2011,LOUISE,GRASSES,NO VAR,16,625,0.934,16,43
2011,LOUISE,OATS,SOURIS,12,1521,1.825,16,43
2011,LOUISE,RED SPRING WHEAT,AC BARRIE (BW 661),5,706,1.258,16,43
2011,LOUISE,RED SPRING WHEAT,AC DOMAIN (BW 148),19,5515,1.188,16,43
2011,LOUISE,RED SPRING WHEAT,CARBERRY (BW874),5,943,1.388,16,43
2011,LOUISE,RED SPRING WHEAT,CDC ABOUND (BW824),5,905,1.024,16,43
2011,LOUISE,RED SPRING WHEAT,GLENN,11,2656,1.303,16,43
2011,LOUISE,RED SPRING WHEAT,HARVEST (BW259),56,23037,1.324,16,43
2011,LOUISE,RED SPRING WHEAT,KANE (BW342),44,11166,1.209,16,43
2011,LOUISE,RED SPRING WHEAT,WR 859 CL (BW859),3,678,1.475,16,43
2011,LOUISE,WINTER WHEAT,CDC FALCON,8,1274,2.159,16,43
2011,MACDONALD,ARGENTINE CANOLA,D3151 <DUPONT> (RT),4,950,0.257,16,44
2011,MACDONALD,ARGENTINE CANOLA,L130 <INVIGOR> (LT),19,4198,0.501,16,44
2011,MACDONALD,ARGENTINE CANOLA,L150 <INVIGOR> (LT),46,8985,0.535,16,44
2011,MACDONALD,ARGENTINE CANOLA,V2035 <VICTORY> |07H730| (RT),3,1076,0.266,16,44
2011,MACDONALD,ARGENTINE CANOLA,1145 <INVIGOR HEALTH> (LT),3,925,0.455,16,44
2011,MACDONALD,ARGENTINE CANOLA,1970 <CANTERRA> (RT),3,684,0.463,16,44
2011,MACDONALD,ARGENTINE CANOLA,2012 CL <NEXERA> (ST),7,1950,0.38,16,44
2011,MACDONALD,ARGENTINE CANOLA,45H26 <PIONEER> |03N230R| (RT),5,743,0.351,16,44
2011,MACDONALD,ARGENTINE CANOLA,45H29 <PIONEER> (RT),11,3502,0.36,16,44
2011,MACDONALD,ARGENTINE CANOLA,45H74 <PIONEER> |07N292I| (ST),9,1719,0.456,16,44
2011,MACDONALD,ARGENTINE CANOLA,45S52 <PIONEER> (RT),5,860,0.462,16,44
2011,MACDONALD,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),20,7892,0.418,16,44
2011,MACDONALD,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),58,20611,0.439,16,44
2011,MACDONALD,ARGENTINE CANOLA,5525 CL <BRETT YOUNG> (ST),3,515,0.582,16,44
2011,MACDONALD,ARGENTINE CANOLA,5770 (INVIGOR)(LT),45,15541,0.433,16,44
2011,MACDONALD,ARGENTINE CANOLA,72-65 RR <DEKALB> (RT),6,825,0.347,16,44
2011,MACDONALD,ARGENTINE CANOLA,73-45 RR <DEKALB> (RT),5,672,0.157,16,44
2011,MACDONALD,ARGENTINE CANOLA,73-65 RR <DEKALB> (RT),3,660,0.588,16,44
2011,MACDONALD,ARGENTINE CANOLA,8440 <INVIGOR> |PHS04-781| (LT),6,1329,0.287,16,44
2011,MACDONALD,ARGENTINE CANOLA,9590 (LT),6,1576,0.377,16,44
2011,MACDONALD,BARLEY,TRADITION (BT 954),4,805,0.693,16,44
2011,MACDONALD,FEED WHEAT,FALLER,3,533,0.698,16,44
2011,MACDONALD,FLAX,CDC BETHUNE (FP1026),15,3635,0.263,16,44
2011,MACDONALD,FLAX,CDC SORREL (FP2141),8,1207,0.278,16,44
2011,MACDONALD,FLAX,HANLEY,21,4536,0.227,16,44
2011,MACDONALD,GRAIN CORN,P7213R <PIONEER> (RT),7,724,1.053,16,44
2011,MACDONALD,GRAIN CORN,39D95 <PIONEER> (BT)(LT)(RT),4,782,1.644,16,44
2011,MACDONALD,GREENFEED,OATS,3,1200,0.713,16,44
2011,MACDONALD,OATS,AC ASSINIBOIA (OT 275),3,518,0.753,16,44
2011,MACDONALD,OATS,FURLONG (OT2009),18,5936,0.663,16,44
2011,MACDONALD,OATS,LEGGETT (OT2021),6,1729,0.921,16,44
2011,MACDONALD,OATS,PINNACLE,3,990,0.707,16,44
2011,MACDONALD,OATS,RIEL,6,1961,0.708,16,44
2011,MACDONALD,OATS,RONALD (OT296),10,2475,0.691,16,44
2011,MACDONALD,OATS,SOURIS,68,18412,0.937,16,44
2011,MACDONALD,OATS,SUMMIT (OT 2046),20,5686,0.933,16,44
2011,MACDONALD,OATS,TRIACTOR (OT582),4,913,0.98,16,44
2011,MACDONALD,RED SPRING WHEAT,AC BARRIE (BW 661),15,5373,0.592,16,44
2011,MACDONALD,RED SPRING WHEAT,CARBERRY (BW874),9,1771,1.035,16,44
2011,MACDONALD,RED SPRING WHEAT,GLENN,51,16074,0.86,16,44
2011,MACDONALD,RED SPRING WHEAT,KANE (BW342),61,21725,0.805,16,44
2011,MACDONALD,RED SPRING WHEAT,WR 859 CL (BW859),25,6377,0.88,16,44
2011,MACDONALD,SOYBEANS,ISIS RR <ELITE> |CFS208RR| (RT),32,6776,0.553,16,44
2011,MACDONALD,SOYBEANS,LS 0028RR <LEGEND> (RT),8,2215,0.517,16,44
2011,MACDONALD,SOYBEANS,LS 0065RR (X0065RR)(RT),14,3196,0.548,16,44
2011,MACDONALD,SOYBEANS,NO VAR,8,1353,0.575,16,44
2011,MACDONALD,SOYBEANS,NSC ARGYLE RR <NORTHSTAR> |NSC 2707| (RT,15,5074,0.542,16,44
2011,MACDONALD,SOYBEANS,NSC OSBORNE RR2Y <NORTHSTAR> |MK0109A4|,5,667,0.635,16,44
2011,MACDONALD,SOYBEANS,NSC PORTAGE RR (2013)(RT),9,2471,0.411,16,44
2011,MACDONALD,SOYBEANS,NSC WARREN RR <NORTHSTAR> |CSR0034| (RT),14,3313,0.524,16,44
2011,MACDONALD,SOYBEANS,OAC PRUDENCE <SECAN>|OAC 97-23|,5,1168,0.5,16,44
2011,MACDONALD,SOYBEANS,25-04R (RT),15,4123,0.55,16,44
2011,MACDONALD,SOYBEANS,90A06 (PH06002)(RT),9,1673,0.346,16,44
2011,MACDONALD,SOYBEANS,90M01 <PIONEER> |PH0502| (RT),14,2476,0.394,16,44
2011,MACDONALD,SOYBEANS,900Y61 <PIONEER> (RT),4,835,0.444,16,44
2011,MACDONALD,SOYBEANS,900Y71 <PIONEER> (RT),16,3425,0.519,16,44
2011,MACDONALD,WINTER WHEAT,CDC FALCON,4,1543,1.696,16,44
2011,MCCREARY,ALFALFA,NO VAR,9,729,1.898,16,45
2011,MCCREARY,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),5,1319,1.937,16,45
2011,MCCREARY,ALFALFA/GRASS MIX.,NO VAR (ALF & UNKNOWN PERENNIAL GRASS),11,1113,1.165,16,45
2011,MCCREARY,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),16,1035,1.218,16,45
2011,MCCREARY,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),27,5095,1.217,16,45
2011,MCCREARY,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),12,855,0.777,16,45
2011,MCCREARY,FALL RYE,DANKO,4,1214,0.678,16,45
2011,MCCREARY,FALL RYE,PRIMA,4,941,0.473,16,45
2011,MCCREARY,GREENFEED,BARLEY,5,776,0.797,16,45
2011,MCCREARY,OATS,SOURIS,3,570,0.996,16,45
2011,MINITONAS-BOWSMAN,ALFALFA,NO VAR,13,1844,1.294,16,46
2011,MINITONAS-BOWSMAN,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),14,1078,2.161,16,46
2011,MINITONAS-BOWSMAN,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),14,1427,1.973,16,46
2011,MINITONAS-BOWSMAN,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),21,1956,2.022,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,L130 <INVIGOR> (LT),16,4012,0.985,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,L150 <INVIGOR> (LT),36,9778,0.977,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,VT 500 G <PROVEN> |9556| (RT),14,1949,0.646,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,V1037 <VICTORY> (RT),3,856,0.89,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,1145 <INVIGOR HEALTH> (LT),4,1081,0.896,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),7,1672,0.804,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),71,36602,0.898,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,5770 (INVIGOR)(LT),11,4443,0.903,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,72-65 RR <DEKALB> (RT),11,2604,0.897,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,73-65 RR <DEKALB> (RT),12,3971,0.889,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,9553 <PROVEN> (RT),5,588,0.746,16,46
2011,MINITONAS-BOWSMAN,ARGENTINE CANOLA,997 RR <BRETT YOUNG> (RT),3,1576,0.401,16,46
